"","Name","is_w","is_u","is_b","is_r","is_g","is_a","is_l"
"1773","Coastal Tower","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"1774","Coastline Chimera","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1775","Coast Watcher","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1776","Coat of Arms","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1777","Coat with Venom","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1778","Coax from the Blind Eternities","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1779","Cobalt Golem","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1780","Cobblebrute","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1781","Cobbled Wings","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1782","Coerced Confession","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1783","Coercion","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1784","Coffin Puppets","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1785","Cogmentor","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1786","Cogwork Assembler","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1787","Cogwork Librarian","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1788","Cogwork Spy","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1789","Coiled Tinviper","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1790","Coiling Oracle","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1791","Coiling Woodworm","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1792","Coils of the Medusa","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1793","Cold-Eyed Selkie","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1794","Cold Snap","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1795","Coldsteel Heart","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1796","Cold-Water Snapper","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1797","Collateral Damage","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1798","Collected Company","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1799","Collective Blessing","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1800","Collective Unconscious","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1801","Collector Protector","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1802","Colossal Dreadmaw","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1803","Colossal Might","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"1804","Colossapede","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1805","Colossodon Yearling","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1806","Colossus of Sardia","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1807","Colos Yearling","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1808","Coma Veil","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1809","Combat Medic","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1810","Command Beacon","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"1811","Commander Eesha","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1812","Commander Greven il-Vec","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1813","Commander's Authority","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1814","Commander's Sphere","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1815","Command Tower","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"1816","Commencement of Festivities","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1817","Common Bond","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1818","Common Cause","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1819","Common Courtesy","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1820","Commune with Lava","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1821","Commune with the Gods","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1822","Companion of the Trials","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1823","Comparative Analysis","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1824","Compelling Argument","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1825","Compelling Deterrence","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1826","Complete Disregard","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1827","Complex Automaton","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1828","Composite Golem","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"1829","Compost","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1830","Compulsive Research","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1831","Compulsory Rest","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1832","Concealed Courtyard","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"1833","Concentrate","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1834","Conch Horn","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1835","Conclave Equenaut","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1836","Conclave Naturalists","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1837","Concordia Pegasus","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1838","Concussive Bolt","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1839","Condemn","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1840","Condescend","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1841","Cone of Flame","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1842","Confessor","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1843","Confirm Suspicions","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1844","Confiscate","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1845","Confiscation Coup","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1846","Conflux","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"1847","Confound","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1848","Confront the Unknown","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1849","Congregate","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1850","Congregation at Dawn","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1851","Conifer Strider","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1852","Conjured Currency","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1853","Conjurer's Ban","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1854","Conjurer's Bauble","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1855","Conjurer's Closet","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1856","Conquer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1857","Conquering Manticore","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1858","Consecrated Sphinx","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1859","Consign to Dream","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1860","Constricting Sliver","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1861","Constricting Tendrils","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1862","Consulate Crackdown","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1863","Consulate Dreadnought","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1864","Consulate Skygate","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1865","Consulate Turret","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1866","Consult the Necrosages","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1867","Consume Spirit","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1868","Consume Strength","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"1869","Consume the Meek","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1870","Consuming Bonfire","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1871","Consuming Fervor","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1872","Consuming Sinkhole","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1873","Consumptive Goo","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1874","Contagious Nim","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1875","Containment Priest","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1876","Contaminated Bond","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1877","Contaminated Ground","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1878","Contemplation","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1879","Contempt","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1880","Contingency Plan","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1881","Contraband Kingpin","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1882","Contract Killing","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1883","Contradict","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1884","Contraption Cannon","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1885","Controlled Instincts","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1886","Control Magic","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1887","Control of the Court","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1888","Convalescence","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1889","Convalescent Care","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1890","Convicted Killer","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1891","Branded Howler","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1892","Conviction","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1893","Convincing Mirage","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1894","Convolute","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1895","Cooperation","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1896","Coordinated Assault","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1897","Copper Carapace","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1898","Copper Gnomes","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1899","Copperhoof Vorrac","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1900","Copperhorn Scout","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1901","Copper-Leaf Angel","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1902","Copperline Gorge","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"1903","Copper Myr","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"1904","Copy Enchantment","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1905","Coral Eel","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1906","Coralhelm Guide","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1907","Coral Merfolk","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1908","Coral Trickster","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1909","Coretapper","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1910","Cornered Market","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1911","Corpse Augur","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1912","Corpse Blockade","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1913","Corpse Churn","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1914","Corpse Hauler","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1915","Corpsejack Menace","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"1916","Corpse Traders","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1917","Corpseweft","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1918","Corrosive Gale","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1919","Corrosive Mentor","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1920","Corrosive Ooze","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1921","Corrupt","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1922","Corrupted Conscience","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1923","Corrupted Crossroads","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"1924","Corrupted Grafstone","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1925","Corrupted Harvester","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1926","Corrupted Resolve","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1927","Corrupted Roots","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1928","Corrupt Official","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1929","Cosi's Ravager","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1930","Cosi's Trickster","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1931","Cosmic Horror","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1932","Cosmic Larva","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1933","Costly Plunder","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1934","Council of Advisors","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1935","Council's Judgment","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1936","Counsel of the Soratami","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1937","Counterintelligence","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1938","Counterlash","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1939","Countermand","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1940","Counterspell","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1941","Countersquall","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1942","Countervailing Winds","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1943","Countless Gears Renegade","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1944","Courageous Outrider","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1945","Courier Griffin","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1946","Courier Hawk","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1947","Courier's Capsule","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1948","Coursers' Accord","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1949","Court Archers","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1950","Court Homunculus","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1951","Courtly Provocateur","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1952","Court Street Denizen","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1953","Covenant of Minds","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1954","Covert Operative","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1955","Covetous Dragon","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1956","Cowardice","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1957","Cower in Fear","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1958","Cowl Prowler","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1959","Crabapple Cohort","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1960","Crackdown","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1961","Crackdown Construct","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1962","Crackling Club","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1963","Crackling Doom","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"1964","Crackling Perimeter","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1965","Crackling Triton","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1966","Crack the Earth","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1967","Cradle Guard","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1968","Cradle of the Accursed","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"1969","Cradle of Vitality","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1970","Cradle to Grave","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1971","Crafty Cutpurse","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1972","Crafty Pathmage","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"1973","Cragganwick Cremator","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1974","Crag Puca","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1975","Crag Saurian","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1976","Cranial Archive","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1977","Crash","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1978","Crashing Boars","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1979","Crash Landing","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1980","Crash of Rhinos","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1981","Crash the Ramparts","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1982","Crash Through","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1983","Craterhoof Behemoth","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1984","Craterize","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1985","Craven Giant","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1986","Craven Knight","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1987","Craw Giant","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1988","Crawlspace","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"1989","Craw Wurm","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1990","Crazed Armodon","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1991","Crazed Firecat","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1992","Crazed Goblin","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"1993","Crazed Skirge","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"1994","Creakwood Ghoul","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"1995","Creature Guy","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1996","Creeperhulk","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1997","Creeping Corrosion","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1998","Creeping Mold","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"1999","Creepy Doll","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"2000","Cremate","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2001","Crenellated Wall","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"2002","Crested Craghorn","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2003","Crested Herdcaller","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2004","Crested Sunmare","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2005","Crimson Acolyte","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2006","Crimson Hellkite","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2007","Crimson Honor Guard","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2008","Crimson Kobolds","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2009","Crimson Mage","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2010","Crimson Manticore","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2011","Crimson Wisps","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2012","Crippling Blight","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2013","Crippling Chill","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2014","Crocodile of the Crossing","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2015","Crook of Condemnation","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"2016","Crookshank Kobolds","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2017","Crop Rotation","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2018","Crosis's Attendant","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"2019","Crosis's Charm","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"2020","Crossbow Ambush","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2021","Crossbow Infantry","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2022","Crossroads Consecrator","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2023","Crosstown Courier","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2024","Crossway Vampire","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2025","Crosswinds","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2026","Crovax, Ascendant Hero","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2027","Crowd Favorites","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2028","Crowd of Cinders","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2029","Crowned Ceratok","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2030","Crown-Hunter Hireling","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2031","Crown of Ascension","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2032","Crown of Awe","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2033","Crown of Doom","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"2034","Crown of Empires","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"2035","Crown of Flames","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2036","Crown of Fury","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2037","Crown of Suspicion","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2038","Crown of Vigor","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2039","Crow Storm","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2040","Crucible of Fire","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2041","Crucible of Worlds","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"2042","Crude Rampart","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2043","Cruel Edict","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2044","Cruel Finality","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2045","Cruel Reality","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2046","Cruel Revival","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2047","Cruel Sadist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2048","Cruel Tutor","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2049","Cruel Ultimatum","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"2050","Crumble","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2051","Crumbling Ashes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"2052","Crumbling Necropolis","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"2053","Crusade","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2054","Crusader of Odric","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2055","Crusading Knight","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"2056","Crush","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2057","Crushing Canopy","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2058","Crushing Pain","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"2059","Crushing Vines","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"2060","Crush Underfoot","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
